"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name","parameter_tmax_or_tmin","realm_mean_ARR","realm_sd_ARR","realm_n_ARR","class_mean_ARR","class_sd_ARR","class_n_ARR","class_specific","ARR_equ_slope","ARR_equ_int","mean_int_class","mean_int_realm","int"
"Liolaemus","melanops","max",44.94,"ct",-42.27,42.27,-64.08,900,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_melanops","Cruz_et_al_2005",25.96515656,3.03484344,"Liolaemus melanops","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.8148684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","melanops","min",5.65,"ct",-42.27,42.27,-64.08,900,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_melanops","Cruz_et_al_2005",3.257247448,25.74275255,"Liolaemus melanops","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.164166666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","monticola","min",4.54,"ct",-33.4,33.4,NA,2200,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_monticola","Carothers_et_al_1997",NA,NA,"Liolaemus monticola","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.756666666666666,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","multicolor","max",44.7,"ct",-40.44,40.44,-68.37,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multicolor","Cruz_et_al_2005",27.77931976,1.22068024,"Liolaemus multicolor","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.5748684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","multicolor","min",8.06,"ct",-40.44,40.44,-68.37,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multicolor","Cruz_et_al_2005",-2.894165277,31.89416528,"Liolaemus multicolor","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,2.57416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","multimaculatus","max",43.83,"ct",-38.54,38.54,-58.55,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multimaculatus","Cruz_et_al_2005",27.88147354,1.11852646,"Liolaemus multimaculatus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,40.7048684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","multimaculatus","min",8.93,"ct",-38.54,38.54,-58.55,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multimaculatus","Cruz_et_al_2005",3.392099857,25.60790014,"Liolaemus multimaculatus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.44416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","nigroviridis","min",3.3,"ct",-33.4,33.4,NA,2675,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_nigroviridis","Carothers_et_al_1997",NA,NA,"Liolaemus nigroviridis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,-0.483333333333334,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","nitidus","min",3.6,"ct",-33.4,33.4,NA,2200,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_nitidus","Carothers_et_al_1997",NA,NA,"Liolaemus nitidus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,-0.183333333333334,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","olongasta","max",44.58,"ct",-29.82,29.82,-67.95,900,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_olongasta","Cruz_et_al_2005",31.93452835,-2.93452835,"Liolaemus olongasta","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.4548684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","olongasta","min",11.85,"ct",-29.82,29.82,-67.95,900,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_olongasta","Cruz_et_al_2005",-0.380450398,29.3804504,"Liolaemus olongasta","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,6.36416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","petrophilus","max",45.23,"ct",-42.26,42.26,-68.41,900,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_petrophilus","Cruz_et_al_2005",24.7057724,4.2942276,"Liolaemus petrophilus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,42.1048684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","petrophilus","min",7.31,"ct",-42.26,42.26,-68.41,900,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_petrophilus","Cruz_et_al_2005",-5.264298439,34.26429844,"Liolaemus petrophilus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.82416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","poecilochromus","max",44.16,"ct",-27.52,27.52,-68.13,3500,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_poecilochromus","Cruz_et_al_2005",20.92873192,8.07126808,"Liolaemus poecilochromus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.0348684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","poecilochromus","min",9.35,"ct",-27.52,27.52,-68.13,3500,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_poecilochromus","Cruz_et_al_2005",-8.259500504,37.2595005,"Liolaemus poecilochromus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.86416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","pseudoanomalus","max",45.93,"ct",-28.8,28.8,-66.94,990,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_pseudoanomalus","Cruz_et_al_2005",30.07898331,-1.07898331,"Liolaemus pseudoanomalus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,42.8048684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","pseudoanomalus","min",12.19,"ct",-28.8,28.8,-66.94,990,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_pseudoanomalus","Cruz_et_al_2005",-1.506476521,30.50647652,"Liolaemus pseudoanomalus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,6.70416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","quilmes","max",44.69,"ct",-26.59,26.59,-66.16,1600,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_quilmes","Cruz_et_al_2005",25.81286621,3.18713379,"Liolaemus quilmes","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.5648684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","quilmes","min",8.46,"ct",-26.59,26.59,-66.16,1600,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_quilmes","Cruz_et_al_2005",-2.297008276,31.29700828,"Liolaemus quilmes","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,2.97416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","riojanus","max",45.2,"ct",-30.2,30.2,-67.67,500,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_riojanus","Cruz_et_al_2005",33.5852356,-4.5852356,"Liolaemus riojanus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,42.0748684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","riojanus","min",10.7,"ct",-30.2,30.2,-67.67,500,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_riojanus","Cruz_et_al_2005",1.363882303,27.6361177,"Liolaemus riojanus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,5.21416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","robertmertensi","max",43,"ct",-28.81,28.81,-66.74,690,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_robertmertensi","Cruz_et_al_2005",33.25374985,-4.25374985,"Liolaemus robertmertensi","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,39.8748684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","robertmertensi","min",14.07,"ct",-28.81,28.81,-66.74,690,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_robertmertensi","Cruz_et_al_2005",3.15231657,25.84768343,"Liolaemus robertmertensi","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,8.58416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","rothi","max",43.8,"ct",-40.29,40.29,-68.45,500,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_rothi","Cruz_et_al_2005",27.77931976,1.22068024,"Liolaemus rothi","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,40.6748684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","rothi","min",5.5,"ct",-40.29,40.29,-68.45,500,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_rothi","Cruz_et_al_2005",-2.894165277,31.89416528,"Liolaemus rothi","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.0141666666666662,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","salinicola","max",48.21,"ct",-27.48,27.48,-67.64,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_salinicola","Cruz_et_al_2005",27.44265747,1.55734253,"Liolaemus salinicola","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,45.0848684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","salinicola","min",14.2,"ct",-27.48,27.48,-67.64,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_salinicola","Cruz_et_al_2005",-2.051629782,31.05162978,"Liolaemus salinicola","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,8.71416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","scapularis","max",45.57,"ct",-26.59,26.59,-66.16,1000,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_scapularis","Cruz_et_al_2005",25.81286621,3.18713379,"Liolaemus scapularis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,42.4448684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","scapularis","min",9.39,"ct",-26.59,26.59,-66.16,1000,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_scapularis","Cruz_et_al_2005",-2.297008276,31.29700828,"Liolaemus scapularis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.90416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","schroederi","min",5.4,"ct",-33.4,33.4,NA,2350,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_schroederi","Carothers_et_al_1997",NA,NA,"Liolaemus schroederi","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.61666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","telsen","max",44.6,"ct",-42.39,42.39,-64.59,400,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_telsen","Cruz_et_al_2005",29.07946014,-0.07946014,"Liolaemus telsen","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.4748684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","telsen","min",8.98,"ct",-42.39,42.39,-64.59,400,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_telsen","Cruz_et_al_2005",0.697304547,28.30269545,"Liolaemus telsen","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.49416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","tenuis","min",4.16,"ct",-33.4,33.4,NA,1500,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_tenuis","Carothers_et_al_1997",NA,NA,"Liolaemus tenuis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.376666666666666,2.78138764044944,1.13734758558321,2.78138764044944
"Liolaemus","xanthoviridis","max",44.48,"ct",-43.74,43.74,-65.58,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_xanthoviridis","Cruz_et_al_2005",25.87751007,3.12248993,"Liolaemus xanthoviridis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.3548684210526,39.5340918339664,37.2276849039965,39.5340918339664
"Liolaemus","xanthoviridis","min",7.86,"ct",-43.74,43.74,-65.58,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_xanthoviridis","Cruz_et_al_2005",2.020338535,26.97966147,"Liolaemus xanthoviridis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,2.37416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Liothyrella","neozelanica","max",29.4,"ct",-45.4,45.4,167.1,0,26,18.7,0.017,NA,"Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae","Marine","ectotherm","Liothyrella_neozelanica","Morley_et_al_2016",18.27999878,7.72000122,"Liothyrella neozelanica","tmax",0.327634847626389,0.227531873483291,371,NA,NA,NA,NA,0.327634847626389,20.8814939617139,20.8814939617139,24.0662256604722,20.8814939617139
"Lipinia","pulchella","max",35.1,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lipinia_pulchella","Scheffers_et_al_2014",32.4418602,-10.4418602,"Lipinia pulchella","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,32.7292105263158,39.5340918339664,37.2276849039965,39.5340918339664
"Lipophrys","trigloides","max",33.8,"ct",38,38,-9,0,24,24,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Lipophrys_trigloides","Madeira_et_al_2012",22.84000015,1.15999985,"Lipophrys trigloides","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,26.5850138522475,23.5717496237145,24.0662256604722,23.5717496237145
"Litoria","gracilenta","max",39,"ct",-27.5,27.5,153,5,25,25,0.33,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Litoria_gracilenta","Johnson_1972",31.01422119,-6.01422119,"Ranoidea gracilenta","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,35.0606908710085,31.5985265134056,37.2276849039965,31.5985265134056
"Macoma","balthica","max",30.97,"lt",53,53,5,0,10,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Tellinidae","Intertidal","ectotherm","Macoma_balthica","Compton_et_al2007",20.19999886,-10.19999886,"Macoma balthica","tmax",0.327634847626389,0.227531873483291,371,0.14,0.114017542509914,5,"TRUE",0.14,29.57,27.8706666666667,30.0833830033931,27.8706666666667
"Macoma","balthica","min",-7.01,"lt",53,53,5,0,5,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Tellinidae","Intertidal","ectotherm","Macoma_balthica","Compton_et_al2007",1.279999971,3.720000029,"Macoma balthica","tmin",0.328281949870445,0.145860630180451,40,NA,NA,NA,NA,0.328281949870445,-8.65140974935222,-5.05172924805667,-4.98774849899235,-5.05172924805667
"Malacoctenus","zonifer","max",38.2,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labrisomidae","Marine","ectotherm","Malacoctenus_zonifer","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Malacoctenus zonifer","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,30.2334527951899,23.5717496237145,24.0662256604722,23.5717496237145
"Malacoctenus","zonifer","min",12.5,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labrisomidae","Marine","ectotherm","Malacoctenus_zonifer","Mora_&_Ospina_2002",24.36999893,2.13000107,"Malacoctenus zonifer","tmin",0.328281949870445,0.145860630180451,40,0.299,0.0837973746605465,6,"TRUE",0.299,4.5765,3.06775,3.06775,3.06775
"Menidia","menidia","min",1.5,"lt",40,40,-74,0,7,NA,NA,72,"Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Marine","ectotherm","Menidia_menidia","Hoff&Westman1966_in_Brett_1970",2.629999876,4.370000124,"Menidia menidia","tmin",0.328281949870445,0.145860630180451,40,0.299,0.0837973746605465,6,"TRUE",0.299,-0.593,3.06775,3.06775,3.06775
"Metacarcinus","magister","max",33.5,"lt",48.68,48.68,-122.5,0,17.5,0.5,NA,NA,"Arthropoda","Malacostraca","Decapoda","Cancridae","Marine","ectotherm","Metacarcinus_magister","Prentice_&_Schneider_1979",15.55999947,1.94000053,"Metacarcinus magister","tmax",0.327634847626389,0.227531873483291,371,0.305662878787879,0.157352590829053,44,"TRUE",0.305662878787879,28.1508996212121,28.1471105587121,24.0662256604722,28.1471105587121
"Mulinia","lateralis","max",32,"lt",37.11,37.11,-76.13,0,25,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Mactridae","Marine","ectotherm","Mulinia_lateralis","Kennedy_&_Mihursky_1971",27.84000015,-2.84000015,"Mulinia lateralis","tmax",0.327634847626389,0.227531873483291,371,0.14,0.114017542509914,5,"TRUE",0.14,28.5,27.8706666666667,24.0662256604722,27.8706666666667
"Mya","arenaria","max",32,"lt",37.11,37.11,-76.13,0,25,NA,NA,24,"Mollusca","Bivalvia","Myoida","Myidae","Marine","ectotherm","Mya_arenaria","Kennedy_&_Mihursky_1971",27.84000015,-2.84000015,"Mya arenaria","tmax",0.327634847626389,0.227531873483291,371,0.14,0.114017542509914,5,"TRUE",0.14,28.5,27.8706666666667,24.0662256604722,27.8706666666667
"Myrmecocystus","mimicus","max",47.7,"ct",36.68,36.68,-108.31,1191,24,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Myrmecocystus_mimicus","Kay_1978",31.86585999,-7.86585999,"Myrmecocystus mimicus","tmax",0.140537431829408,0.111211536764043,256,0.110290736577246,0.113804640745541,71,"TRUE",0.110290736577246,45.0530223221461,40.0134976045186,37.2276849039965,40.0134976045186
"Myrmecocystus","mimicus","min",11.2,"ct",36.68,36.68,-108.31,1191,24,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Myrmecocystus_mimicus","Kay_1978",-8.875670433,32.87567043,"Myrmecocystus mimicus","tmin",0.1573876403802,0.112913726528327,50,0.138109030264777,0.114853130149162,30,"TRUE",0.138109030264777,7.88538327364534,-0.190738241697436,1.13734758558321,-0.190738241697436
"Nacella","concinna","min",-12.9,"lt",-54.18,54.18,-68,0,10,NA,NA,12,"Mollusca","Gastropoda","Patellogastropoda","Nacellidae","Intertidal","ectotherm","Nacella_concinna","Davenport_1997",4.329999924,5.670000076,"Nacella concinna","tmin",0.328281949870445,0.145860630180451,40,NA,NA,NA,NA,0.328281949870445,-16.1828194987044,-16.1828194987044,-4.98774849899235,-16.1828194987044
"Neobatrachus","pictus","max",29.3,"ct",-31.1,31.1,150.93,609.6,5,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Neobatrachus_pictus","Brattstrom_1970",30.00385666,-25.00385666,"Neobatrachus pictus","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,28.5121381742017,31.5985265134056,37.2276849039965,31.5985265134056
"Notophthalmus","viridescens","max",37.3,"ct",37.4,37.4,-80.5,1158,21.5,25,NA,NA,"Chordata","Amphibia","Caudata","Salamandridae","Terrestrial","ectotherm","Notophthalmus_viridescens","Zweifel_1957",30.00385284,-8.50385284,"Notophthalmus viridescens","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,33.9121941490673,31.5985265134056,37.2276849039965,31.5985265134056
"Occidozyga","laevis","max",35.3,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Dicroglossidae","Terrestrial","ectotherm","Occidozyga_laevis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Occidozyga laevis","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,31.8334079664875,31.5985265134056,37.2276849039965,31.5985265134056
"Oedothorax","apicatus","max",40.8,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Oedothorax_apicatus","Almquist_1970",20.58191681,-5.58191681,"Oedothorax apicatus","tmax",0.140537431829408,0.111211536764043,256,NA,NA,NA,NA,0.140537431829408,38.6919385225589,38.391400086146,37.2276849039965,38.391400086146
"Oedothorax","apicatus","min",-7.5,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Oedothorax_apicatus","Almquist_1970",-1.632228255,5.632228255,"Oedothorax apicatus","tmin",0.1573876403802,0.112913726528327,50,NA,NA,NA,NA,0.1573876403802,-8.1295505615208,-9.14163942759749,1.13734758558321,-9.14163942759749
"Oligosoma","maccanni","min",3.3,"ct",-45.45,45.45,NA,523,21,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Oligosoma_maccanni","Besson_&_Cree_2007,2011",NA,NA,"Oligosoma maccanni","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,-0.6725,2.78138764044944,1.13734758558321,2.78138764044944
"Pachycara","brachycephalum","max",10,"ct",-61.72,61.72,-59.2,0,0,0,0.000694,NA,"Chordata","Actinopteri","Perciformes","Zoarcidae","Marine","ectotherm","Pachycara_brachycephalum","Vandijk_et_al_1999",3.029999971,-3.029999971,"Pachycara brachycephalum","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,10,23.5717496237145,24.0662256604722,23.5717496237145
"Pachygrapsus","marmoratus","max",35.7,"ct",38,38,-9,0,24,24,0.017,NA,"Arthropoda","Malacostraca","Decapoda","Grapsidae","Intertidal","ectotherm","Pachygrapsus_marmoratus","Madeira_et_al_2012",22.84000015,1.15999985,"Pachygrapsus marmoratus","tmax",0.327634847626389,0.227531873483291,371,0.305662878787879,0.157352590829053,44,"TRUE",0.305662878787879,28.3640909090909,28.1471105587121,30.0833830033931,28.1471105587121
"Pardosa","nigriceps","max",39.7,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Lycosidae","Terrestrial","ectotherm","Pardosa_nigriceps","Almquist_1970",20.58191681,-5.58191681,"Pardosa nigriceps","tmax",0.140537431829408,0.111211536764043,256,NA,NA,NA,NA,0.140537431829408,37.5919385225589,38.391400086146,37.2276849039965,38.391400086146
"Pardosa","nigriceps","min",-7.2,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Lycosidae","Terrestrial","ectotherm","Pardosa_nigriceps","Almquist_1970",-1.632228255,5.632228255,"Pardosa nigriceps","tmin",0.1573876403802,0.112913726528327,50,NA,NA,NA,NA,0.1573876403802,-7.8295505615208,-9.14163942759749,1.13734758558321,-9.14163942759749
"Parvoscincus","decipiens","max",32.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Parvoscincus_decipiens","Scheffers_et_al_2014",32.4418602,-10.4418602,"Parvoscincus decipiens","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,30.5292105263158,39.5340918339664,37.2276849039965,39.5340918339664
"Patiriella","brevispina","max",30,"ct",-38,38,148.5,0,16,20,0.017,NA,"Echinodermata","Asteroidea","Valvatida","Asterinidae","Intertidal","ectotherm","Patiriella_brevispina","Bates_et_al_2013",21.44999886,-5.44999886,"Meridiastra gunnii","tmax",0.327634847626389,0.227531873483291,371,NA,NA,NA,NA,0.327634847626389,24.7578424379778,24.7578424379778,30.0833830033931,24.7578424379778
