"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","cold_acc_temp","cold_acc_temp_dormancy"
-172.5,65.5,-26.4864269267235,-14.5247336514294,-26.4864269267235,-16.1221686019891,-14.1736461874597
-172.5,66.5,-31.2526951992086,-17.6416819472398,-31.2526951992086,-19.3729932213997,-17.2119801717212
-171.5,-89.5,-67.2681741603783,-63.0173646137118,-67.2681741603783,-66.7490110480485,-63.1325388387444
-171.5,-88.5,-67.0722761762195,-62.7347744747996,-67.0722761762195,-66.5463194433668,-62.8327107727262
-171.5,-87.5,-63.3082997879812,-58.7819673155035,-63.3082997879812,-62.7594273824414,-58.8682584327113
-171.5,-86.5,-58.6107486492821,-53.733865679907,-58.6107486492821,-58.0291621152312,-53.8139868246558
-171.5,-85.5,-60.1105762154928,-54.7083218365908,-60.1105762154928,-59.4992468475102,-54.7986407820135
-171.5,-84.5,-40.4630587399006,-34.4379877594765,-40.4630587399006,-39.8163346780719,-34.5470882266045
-171.5,-83.5,-41.6726393938065,-35.3104951886194,-41.6726393938065,-41.0039471183246,-35.4599764384728
-171.5,-82.5,-44.8575003851737,-38.0385052163021,-44.8575003851737,-44.1638539051586,-38.2369468482111
-171.5,-81.5,-46.417445747235,-39.0848173390542,-46.417445747235,-45.6685208823451,-39.3364573619994
-171.5,-80.5,-46.9655396895217,-39.325149149288,-46.9655396895217,-46.1601064443204,-39.6160824095697
-171.5,-79.5,-45.7419425827318,-37.7584319013038,-45.7419425827318,-44.9483246459351,-37.6131313442785
-171.5,-78.5,-45.9444732704333,-37.9530424454083,-45.9444732704333,-45.3460960968552,-38.2994302990505
-171.5,-13.5,17.8000913260638,18.6259423050231,17.8000913260638,17.9769936567415,18.9144462309179
-171.5,63.5,-22.9875579329474,-12.5199735856482,-22.9875579329474,-21.6403375534655,-12.7740336421877
-171.5,65.5,-25.7445266387292,-13.0712383474889,-25.7445266387292,-24.9646954423413,-12.7611546518115
-171.5,66.5,-30.1422855532063,-16.2275193501796,-30.1422855532063,-19.309366181534,-15.8165599396452
-170.5,-89.5,-67.2459111542574,-62.9968360965805,-67.2459111542574,-66.7266150664396,-63.1118568186681
-170.5,-88.5,-67.0402329319024,-62.7099783202899,-67.0402329319024,-66.5142265380986,-62.8074396111204
-170.5,-87.5,-63.0757985775492,-58.5620864152376,-63.0757985775492,-62.527196594926,-58.6475933919494
-170.5,-86.5,-57.7782961366432,-52.9149993944381,-57.7782961366432,-57.1979600034774,-52.9945404014866
-170.5,-85.5,-56.8356566945357,-51.4568907260895,-56.8356566945357,-56.2219460609697,-51.5463377635128
-170.5,-84.5,-40.0815724932722,-34.1741533424439,-40.0815724932722,-39.4186890146147,-34.2780644436832
-170.5,-83.5,-41.393982140507,-35.1200916522316,-41.393982140507,-40.711146590189,-35.2651895128856
-170.5,-82.5,-44.5714887874467,-37.8060755070299,-44.5714887874467,-43.8666077831704,-38.0016341470648
-170.5,-81.5,-46.1904545063419,-38.8833312402878,-46.1904545063419,-45.4302939154769,-39.1323686871777
-170.5,-80.5,-46.7924772276942,-39.0809594663126,-46.7924772276942,-45.973334593659,-38.9854584469393
-170.5,-79.5,-45.6210950351187,-37.4083844351981,-45.6210950351187,-44.7439646207103,-37.2708644721435
-170.5,-78.5,-45.8584631486663,-37.8312031618186,-45.8584631486663,-45.2476854090829,-37.6461988868874
-170.5,63.5,-23.1986822081464,-11.5313096389174,-23.1986822081464,-22.0899769510539,-11.817059726115
-170.5,65.5,-24.5945204513414,-13.1851035809943,-24.5945204513414,-23.4944432840629,-13.5317076407905
-170.5,66.5,-28.9052531821387,-15.2955263303859,-28.9052531821387,-28.3697956098879,-15.7336035770031
-169.5,-89.5,-67.2235430980367,-62.9766343743141,-67.2235430980367,-66.7040311776578,-63.0914802745284
-169.5,-88.5,-67.008261861998,-62.6851504590761,-67.008261861998,-66.4822840544473,-62.7821631937388
-169.5,-87.5,-62.8600312338876,-58.3588447364313,-62.8600312338876,-62.3118294396555,-58.4435961637812
-169.5,-86.5,-56.9676815269249,-52.1188742677548,-56.9676815269249,-56.3888200653436,-52.1979264508991
-169.5,-85.5,-54.1351743882256,-48.8302622912186,-54.1351743882256,-53.5119791835184,-48.9159600051652
-169.5,-84.5,-39.3651386315269,-33.556193757616,-39.3651386315269,-38.6913241804579,-33.6569216345071
-169.5,-83.5,-41.192324664763,-34.9816490446883,-41.192324664763,-40.5008052255778,-35.1243642288659
-169.5,-82.5,-44.3196659994977,-37.5914482006537,-44.3196659994977,-43.6075535166285,-37.785358547885
-169.5,-81.5,-46.0012835777232,-38.7008885883859,-46.0012835777232,-45.2339774641576,-38.9486059419079
-169.5,-80.5,-46.6561647608876,-38.8056721993855,-46.6561647608876,-45.8277710953493,-38.7146615284229
-169.5,-79.5,-45.5711718118617,-37.1610044971641,-45.5711718118617,-44.6808842363559,-37.0308355763288
-169.5,-78.5,-45.8476447554571,-37.7180383575814,-45.8476447554571,-45.1649978844163,-37.5371464103527
-169.5,63.5,-22.4651899619826,-10.8890221327543,-22.4651899619826,-21.4344775185815,-11.1888176105517
-169.5,66.5,-27.7526236223323,-15.9471204348973,-27.7526236223323,-27.4084241259104,-16.3659536243084
-168.5,-89.5,-67.1984152328755,-62.9541847671781,-67.1984152328755,-66.6786105505751,-63.0688202407876
-168.5,-88.5,-66.9711139911786,-62.656682385012,-66.9711139911786,-66.4449060339185,-62.7531671150022
-168.5,-87.5,-62.652680085014,-58.1638149734054,-62.652680085014,-62.1046408376168,-58.2478364567671
-168.5,-86.5,-56.1333872716342,-51.3129315509328,-56.1333872716342,-55.553856778621,-51.3907697541456
-168.5,-85.5,-54.1184209018946,-48.8875344453113,-54.1184209018946,-53.4879873269175,-48.9697664931949
-168.5,-84.5,-38.8275802776484,-33.0664378094088,-38.8275802776484,-38.1507087593206,-33.167254541801
-168.5,-83.5,-41.1087724775076,-34.9211837504591,-41.1087724775076,-40.4159765899536,-35.0642504007323
-168.5,-82.5,-44.1459882906505,-37.4268052999462,-44.1459882906505,-43.4321364140947,-37.6209723522754
-168.5,-81.5,-45.8709123794522,-38.5516302951745,-45.8709123794522,-45.1014977828842,-38.7997652772681
-168.5,-80.5,-46.5818389189629,-38.6440405265561,-46.5818389189629,-45.7499497470015,-38.5568344429418
-168.5,-79.5,-45.6799521489867,-37.1127675996029,-45.6799521489867,-44.782750197171,-36.9890409918735
-168.5,-78.5,-45.924295155704,-37.7407069243491,-45.924295155704,-45.2311616587792,-37.5630272423616
