"genus_species","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes"
"Pseudechis_porphyriacus","Terrestrial","Miguel R.","Pseudechis","porphyriacus","Elapidae","Animalia","Chordata","Reptilia","Squamata",250,"ADW","max body length","carnivore","ADW","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","ADW","slithering","Squamate slithering tetrapod","No","ADW","more active than others during winter","No",NA,NA,"non-highland specialist","Wallach, V., Williams, K. L., & Boundy, J. (2014). Snakes of the world: a catalogue of living and extinct species. CRC press.","min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Pseudemoia_entrecasteauxii","Terrestrial","Adam A","Pseudemoia","entrecasteauxii","Scincidae","Animalia","Chordata","Reptilia","Squamata",6.4,"Meiri 2008","max adult SVL","carnivore","Meiri et al. (2012) Gloval Ecology and Biogeography 22: 834-845","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Murphy, K., Hudson, S., & Shea, G. (2006). Reproductive seasonality of three cold-temperate viviparous skinks from southeastern Australia. Journal of Herpetology, 40(4), 454-464.","hibernation","No","no info - based on climate",NA,"non-highland specialist","http://reptile-database.reptarium.cz/species?genus=Pseudemoia&species=entrecasteauxii&search_param=%28%28search%3D%27pseudemoia%27%29%29","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Pseudemoia_spenceri","Terrestrial","Adam A","Pseudemoia","spenceri","Scincidae","Animalia","Chordata","Reptilia","Squamata",6.5,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate and congeners",NA,"No","no info - based on climate",NA,"non-highland specialist","http://reptile-database.reptarium.cz/species?genus=Pseudemoia&species=spenceri&search_param=%28%28search%3D%27pseudemoia%27%29%29","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Pseudocordylus_melanotus","Terrestrial","Ignacio","Pseudocordylus","melanotus","Cordylidae","Animalia","Chordata","Reptilia","Squamata",12.7,"Flemming 1993","max adult SVL","omnivore","McConnachie, S. (2006). An energy budget for the lizard Pseudocordylus melanotus melanotus, an extreme sit-and-wait forager (Doctoral dissertation, Faculty of Science, University of the Witwatersrand, Johannesburg).","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3200,1100,"IUCN",NA,"terrestrial",NA
"Pseudonaja_nuchalis","Terrestrial","Miguel R.","Pseudonaja","nuchalis","Elapidae","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,"carnivore","Skejic et al. (2018)  bioRxiv: 378141","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No info - guess","slithering","Squamate slithering tetrapod","No","no info - based on climate",NA,"No",NA,NA,"non-highland specialist","Wallach, V., Williams, K. L., & Boundy, J. (2014). Snakes of the world: a catalogue of living and extinct species. CRC press.","min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Pseudonaja_textilis","Terrestrial","Miguel R.","Pseudonaja","textilis","Elapidae","Animalia","Chordata","Reptilia","Squamata",200,"Whitaker et al. (2000) Functional Ecology 14(1): 25-31","carnivore","carnivore","Skejic et al. (2015) Journal of proteome research 14(11): 4896-4906","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Whitaker, P. B., & Shine, R. (2003). A radiotelemetric study of movements and shelter-site selection by free-ranging brownsnakes (Pseudonaja textilis, Elapidae). Herpetological Monographs, 17(1), 130-144.","slithering","Squamate slithering tetrapod","Yes","Whitaker, P. B., & Shine, R. (2002). Thermal biology and activity patterns of the eastern brownsnake (Pseudonaja textilis): a radiotelemetric study. Herpetologica, 58(4), 436-452.","winter inactivity","Yes","Whitaker, P. B., & Shine, R. (2002). Thermal biology and activity patterns of the eastern brownsnake (Pseudonaja textilis): a radiotelemetric study. Herpetologica, 58(4), 436-452.","summer inactivity","non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,50,0,"IUCN",NA,"terrestrial",NA
"Ptenopus_garrulus","Terrestrial","Adam A","Ptenopus","garrulus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.48,"Meiri 2008","max adult SVL","insectivore","10.1670/55-05N.1","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","No info- Based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max","Sarah",NA,NA,NA,NA,NA,NA,NA,1500,0,"IUCN",NA,"terrestrial",NA
"Rankinia_diemensis","Terrestrial","Ignacio","Rankinia","diemensis","Agamidae","Animalia","Chordata","Reptilia","Squamata",6.515,"Meiri 2008","max adult SVL","omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-16","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Stuart-Smith, J. F., Swain, R., & Welling, A. (2005). Reproductive ecology of the mountain dragon, Rankinia (Tympanocryptis) diemensis (Reptilia: Squamata: Agamidae) in Tasmania. In Papers and Proceedings of the Royal Society of Tasmania (Vol. 139, pp. 23-28).","winter torpor lasts for 7 months","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Rhinocheilus_lecontei","Terrestrial","Miguel R.","Rhinocheilus","lecontei","Colubridae","Animalia","Chordata","Reptilia","Squamata",104,"Rodríguez‐Robles and Greene (1999) Journal of Zoology 248(4): 489-499","max adult SVL","carnivore","Rodríguez-Robles et al. (1999) Journal of Herpetology 87-92","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","NatureServe Explorer","slithering","Squamate slithering tetrapod","No",NA,NA,"No","NatureServe Explorer","active during summer","non-highland specialist","IUCN","max","Sarah",NA,NA,NA,NA,NA,NA,NA,1676,0,"IUCN",NA,"terrestrial",NA
"Saiphos_equalis","Terrestrial","Adam A","Saiphos","equalis","Scincidae","Animalia","Chordata","Reptilia","Squamata",8.7,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","No info- based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Saiphos/equalis?q=saiphos%20equalis","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Saproscincus_basiliscus","Terrestrial","Adam A","Saproscincus","basiliscus","Scincidae","Animalia","Chordata","Reptilia","Squamata",4.98,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","No info- based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Saproscincus/","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Sceloporus_graciosus","Terrestrial","Ignacio","Sceloporus","graciosus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.75,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Goldberg, S. R. (1975). Reproduction in the sagebrush lizard, Sceloporus graciosus. American Midland Naturalist, 177-187.","hibernation","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,3200,150,"NatureServe Explorer",NA,"terrestrial",NA
"Sceloporus_grammicus","Terrestrial","Ignacio","Sceloporus","grammicus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.649,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","NatureServe Explorer","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Sceloporus_magister","Terrestrial","Ignacio","Sceloporus","magister","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",14.2,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","NatureServe Explorer","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.",NA,"No","NatureServe Explorer","active in summer","non-highland specialist","IUCN","max","Sarah",NA,NA,NA,NA,NA,NA,NA,1520,0,"NatureServe Explorer",NA,"terrestrial",NA
"Sceloporus_malachiticus","Terrestrial","Ignacio","Sceloporus","malachiticus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",9.82,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Marion, K. R., & Sexton, O. J. (1971). The reproductive cycle of the lizard Sceloporus malachiticus in Costa Rica. Copeia, 517-526.","hibernation","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,3800,146,"IUCN",NA,"terrestrial",NA
"Sceloporus_merriami","Terrestrial","Ignacio","Sceloporus","merriami","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.6,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate",NA,"non-highland specialist","studies indicate there are low elevation populations (Grant, Bruce W. ""Trade‐offs in activity time and physiological performance for thermoregulating desert lizards, Sceloporus merriami."" Ecology 71.6 (1990): 2323-2333. Grant, B. W. (1990). Trade‐offs in activity time and physiological performance for thermoregulating desert lizards, Sceloporus merriami. Ecology, 71(6), 2323-2333.)","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Sceloporus_occidentalis","Terrestrial","Ignacio","Sceloporus","occidentalis","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.615,"Meiri 2008","max adult SVL","insectivore","Johnson 1965","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Massot, M., Huey, R. B., Tsuji, J., & van Berkum, F. H. (2003). Genetic, prenatal, and postnatal correlates of dispersal in hatchling fence lizards (Sceloporus occidentalis). Behavioral Ecology, 14(5), 650-655.","walking","Squamate walking tetrapod","Yes","Brasfield, Sandra M., Larry G. Talent, and David M. Janz. ""Reproductive and thyroid hormone profiles in captive Western fence lizards (Sceloporus occidentalis) after a period of brumation."" Zoo biology 27.1 (2008): 36-48.","brumination","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,3353,0,"NatureServe Explorer",NA,"terrestrial",NA
"Sceloporus_undulatus","Terrestrial","Ignacio","Sceloporus","undulatus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.25,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Hein, E. W., & Whitaker, S. J. (1997). Homing in eastern fence lizards (Sceloporus undulatus) following short-distance translocation. The Great Basin Naturalist, 348-351.","walking","Squamate walking tetrapod","Yes","McKinney & Marion",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Sceloporus_variabilis","Terrestrial","Ignacio","Sceloporus","variabilis","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.807,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,"terrestrial",NA
"Sceloporus_woodi","Terrestrial","Ignacio","Sceloporus","woodi","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.525,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","NatureServe Explorer","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.",NA,"No","NatureServe Explorer","crepuscular during summer","non-highland specialist","Based on range (coastal)","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Scelotes_gronovii","Terrestrial","Adam A","Scelotes","gronovii","Scincidae","Animalia","Chordata","Reptilia","Squamata",7,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","No info- based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max","Sarah",NA,NA,NA,NA,NA,NA,NA,100,0,"IUCN",NA,"terrestrial",NA
"Sphaerodactylus_gaigeae","Terrestrial","Ignacio","Sphaerodactylus","gaigeae","Sphaerodactylidae","Animalia","Chordata","Reptilia","Squamata",2.5,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,450,0,"IUCN",NA,"terrestrial",NA
"Sphaerodactylus_klauberi","Terrestrial","Ignacio","Sphaerodactylus","klauberi","Sphaerodactylidae","Animalia","Chordata","Reptilia","Squamata",3.7,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1220,50,"IUCN",NA,"terrestrial",NA
"Sphaerodactylus_macrolepis","Terrestrial","Ignacio","Sphaerodactylus","macrolepis","Sphaerodactylidae","Animalia","Chordata","Reptilia","Squamata",3.5,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,850,0,"IUCN",NA,"terrestrial",NA
"Sphaerodactylus_nicholsi","Terrestrial","Ignacio","Sphaerodactylus","nicholsi","Sphaerodactylidae","Animalia","Chordata","Reptilia","Squamata",2,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,450,0,"IUCN",NA,"terrestrial",NA
"Sphaerodactylus_roosevelti","Terrestrial","Ignacio","Sphaerodactylus","roosevelti","Sphaerodactylidae","Animalia","Chordata","Reptilia","Squamata",3.9,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,100,0,"IUCN",NA,"terrestrial",NA
"Sphaerodactylus_townsendi","Terrestrial","Ignacio","Sphaerodactylus","townsendi","Sphaerodactylidae","Animalia","Chordata","Reptilia","Squamata",2.8,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,200,0,"IUCN",NA,"terrestrial",NA
"Sphenomorphus_incognitus","Terrestrial","Adam A","Sphenomorphus","incognitus","Scincidae","Animalia","Chordata","Reptilia","Squamata",10.97,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,2000,200,"IUCN",NA,"terrestrial",NA
"Sphenomorphus_indicus","Terrestrial","Adam A","Sphenomorphus","indicus","Scincidae","Animalia","Chordata","Reptilia","Squamata",10.47,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","http://reptile-database.reptarium.cz/species?genus=Sphenomorphus&species=indicus&search_param=%28%28genus%3D%27sphenomorphus%27%29%29","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Storeria_occipitomaculata","Terrestrial","Miguel R.","Storeria","occipitomaculata","Colubridae","Animalia","Chordata","Reptilia","Squamata",40.6,"ADW U of Michigan","max total body length","carnivore","ADW U of Michigan","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Pisani, W. H. B. G. R. (2014). Ecological Studies of the Smooth Earth Snake (Virginia valeriae) and Redbelly Snake (Storeria occipitomaculata) in Eastern Kansas.","slithering","Squamate slithering tetrapod","No",NA,NA,"No","no info - based on climate",NA,"non-highland specialist","Gray, B. S. (2011). Seasonal activity and natural history observations of five snake species from the central lowland province of Erie County, Pennsylvania. HERPETOLOGY, 38(38), 13.","max","Sarah",NA,NA,NA,NA,NA,NA,NA,1700,0,"Snake Database",NA,"terrestrial",NA
"Takydromus_formosanus","Terrestrial","Miguel R.","Takydromus","formosanus","Lacertidae","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,"insectivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","no info - based on congeners",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1500,0,"IUCN",NA,"terrestrial",NA
"Takydromus_hsuehshanensis","Terrestrial","Miguel R.","Takydromus","hsuehshanensis","Lacertidae","Animalia","Chordata","Reptilia","Squamata",7,"Huang et al. (2014) Oecologia 175(1): 25-35","max adult SVL","insectivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","Chen, Y. H., Tu, M. C., & Huang, S. P. (2013). Synergistic limits to the altitudinal distribution of a high-altitude lizard, takydromus hsuehshanensis. Zoological science, 30(1), 15-20.","long winter hibernation at high altitude","No","no info - based on climate",NA,"highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,3000,1800,"IUCN",NA,"terrestrial",NA
"Takydromus_septentrionalis","Terrestrial","Miguel R.","Takydromus","septentrionalis","Lacertidae","Animalia","Chordata","Reptilia","Squamata",8,"Du et al. (2005) Biological Journal of the Linnean Society 85(4): 443-453","max adult SVL","insectivore","Xiang et al. (1996) Journal of Thermal Biology 21(3): 155-161","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","Yong-pu, Z. H. A. N. G. (2003). Food Habits of the Grass Lizard (Takydromus Septentrionalis) before and after Hibernation in Taishun, Zhejiang. Journal of Wenzhou Teachers College, (5), 18.","hibernation","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1700,0,"IUCN",NA,"terrestrial",NA
