Record,Order,Family1,Genus1,Species1,Family2,Genus2,Species2,Family3,Genus3,Species3,Stage,N numb,N cat,N comment,Raw CTM1,Raw CTM2,Acclim,Acclim time,Acclim time (Life=120),log Acclim time,Acclim temp,Safety,Heating rate,Photoperiod,EP1,EP1 descrip,EP2,Elevation,Log Elevation,Locality,Geog cat,Abs lat,Log Abs Lat,Latitude,Longitude,Source,Comments,Year,Citation,Reference,Range,Log Range,Introduced,Elev min,Elev max,SVL,log SVL,Habitat,tmxslope,BIOCLIM5,IUCN 2014,IUCN 2104risk
830,Anura,Leptodactylidae,Pleurodema,nebulosum,Leptodactylidae,Pleurodema,nebulosa,Leptodactylidae,Pleurodema,nebulosum,Juvenile,10,B,Given,42.8,NA,Y,2,2,0.48,25,9.5,1.0,12:12,S,Onset of spasms,NA,547,2.74,"San Juan, Argentina",Subtropical,32.137,1.507,-32.137,-68.476,Field,NA,2013,Sanabria et al. 2013,"Sanabria, E. A., L. B. Quiroga, E. Gonzalez, D. Moreno, and A. Cataldo. 2013. Thermal parameters and locomotor performance in juvenile of Pleurodema nebulosum (Anura: Leptodactylidae) from the Monte Desert. Journal of Thermal Biology 38:390-395.",412041,5.61,Not introduced,150,1200,15,1.18,Terrestrial,0.00627411,33.9,Not threatened,0
1014,Anura,Ranidae,Rana,clamitans,Ranidae,Rana,clamitans,Ranidae,Rana,clamitans,Adult,3,A,Given,34.0,NA,Y,2,2,0.48,23,7.9,NA,12:12,L,Loss of righting response,NA,422,2.63,"Long Island, New York",Temperate,42.000,1.623,42.000,-73.135,Field,NA,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",3826484,6.58,Introduced,NA,NA,87,1.94,Aquatic,0.026780712,25.7,Not threatened,0
1034,Anura,Bufonidae,Bufo,marinus,Bufonidae,Bufo,marinus,Bufonidae,Rhinella,marina,Adult,3,A,Given,41.0,NA,Y,2,2,0.48,38,7.8,NA,0:24,L,Loss of righting response,NA,57,1.76,"Barro Colorado Island, Panama",Tropical,9.152,0.962,9.152,-79.846,Field,NA,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",11320528,7.05,Introduced,0,2200,146,2.16,Terrestrial,0.006678271,31.4,Not threatened,0
1028,Anura,Scaphiopodidae,Scaphiopus,holbrookii,Scaphiopodidae,Scaphiopus,holbrookii,Scaphiopodidae,Scaphiopus,holbrookii,Adult,3,A,Given,34.0,NA,Y,2,2,0.48,23,7.9,NA,12:12,L,Loss of righting response,NA,422,2.63,"Long Island, New York",Temperate,42.000,1.623,42.000,-73.135,Field,NA,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",1122385,6.05,Not introduced,NA,NA,55,1.74,Terrestrial,0.026780712,25.7,Not threatened,0
774,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,larva,15,B,N given,33.5,NA,Y,3,3,0.60,2,,1.0,24:0,L,Loss of righting response,NA,689,2.84,"Buffalo County, Nebraska",Temperate,40.841,1.611,40.841,-99.101,Field,NA,1980,Nietfeldt et al. 1980,"Nietfeldt, J. W., S. M. Jones, D. L. Droge, and R. E. Ballinger. 1980. Rate of thermal acclimation in larval Ambystoma tigrinum. Journal of Herpetology 14:209-211.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.021618647,31,Not threatened,0
770,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,larva,15,B,N given,38.3,NA,Y,3,3,0.60,28,,1.0,24:0,L,Loss of righting response,NA,689,2.84,"Buffalo County, Nebraska",Temperate,40.841,1.611,40.841,-99.101,Field,NA,1980,Nietfeldt et al. 1980,"Nietfeldt, J. W., S. M. Jones, D. L. Droge, and R. E. Ballinger. 1980. Rate of thermal acclimation in larval Ambystoma tigrinum. Journal of Herpetology 14:209-211.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.021618647,31,Not threatened,0
506,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus,americanus,larva,10,B,N given,39.9,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
505,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus,americanus,larva,10,B,N given,40.9,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
500,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus,americanus,larva,10,B,N given,41.4,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 29,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
504,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus,americanus,larva,10,B,N given,41.6,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
503,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus,americanus,larva,10,B,N given,41.9,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
501,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus,americanus,larva,10,B,N given,42.1,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
502,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus,americanus,larva,10,B,N given,42.1,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
536,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,41.0,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
529,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,41.5,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
535,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,9,A,N given,41.7,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
530,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,9,A,N given,42.2,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
531,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,42.5,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
532,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,7,A,N given,42.5,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
533,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,3,A,N given,42.6,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
534,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,3,A,N given,42.9,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
412,Anura,Strabomantidae,Bryophryne,cophites,Craugastoridae,Phrynopus,cophites,Craugastoridae,Bryophryne,cophites,Adult,10,B,Category,27.8,NA,Y,3,3,0.60,17,-2.5,0.7,NA,L,Loss of righting response,NA,3453,3.54,"Manu National Park, Peru",Tropical,11.183,1.049,-11.183,-71.167,Field,NA,2014,Catenazzi et al. 2014,"Catenazzi, A., E. Lehr, and V. T. Vredenburg. 2014. Thermal physiology, disease, and amphibian declines on the eastern slopes of the Andes. Conservation Biology 28:509-517.",269,2.43,Not introduced,3200,3800,33,1.52,Terrestrial,0.007073629,31.8,Threatened,1
413,Anura,Strabomantidae,Bryophryne,hanssaueri,NA,NA,NA,Craugastoridae,Bryophryne,hanssaueri,Adult,10,B,Category,24.9,NA,Y,3,3,0.60,17,-5.4,0.7,NA,L,Loss of righting response,NA,3347,3.52,"Manu National Park, Peru",Tropical,11.183,1.049,-11.183,-71.167,Field,New species,2014,Catenazzi et al. 2014,"Catenazzi, A., E. Lehr, and V. T. Vredenburg. 2014. Thermal physiology, disease, and amphibian declines on the eastern slopes of the Andes. Conservation Biology 28:509-517.",29,1.46,Not introduced,3100,1700,19,1.28,Terrestrial,0.007073629,31.8,Not threatened,0
414,Anura,Strabomantidae,Bryophryne,nubilosus,NA,NA,NA,Craugastoridae,Bryophryne,nubilosus,Adult,10,B,Category,24.9,NA,Y,3,3,0.60,17,-5.4,0.7,NA,L,Loss of righting response,NA,2860,3.46,"Manu National Park, Peru",Tropical,11.183,1.049,-11.183,-71.167,Field,New species,2014,Catenazzi et al. 2014,"Catenazzi, A., E. Lehr, and V. T. Vredenburg. 2014. Thermal physiology, disease, and amphibian declines on the eastern slopes of the Andes. Conservation Biology 28:509-517.",3,0.48,Not introduced,2600,3097,18,1.26,Terrestrial,0.007073629,31.8,Not threatened,0
698,Caudata,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Adult,7,A,Given,35.0,NA,Y,3,3,0.60,25,5.6,0.8,12:12,L,Animals unresponsive to prodding,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.600,39.778,-84.690,Field,NA,1982,Layne and Claussen 1982b,"Layne, J. R., and D. L. Claussen. 1982. The time courses of CTMax and CTMin acclimation in the salamander Desmognathus fuscus. Journal of Thermal Biology 7:139-141.",1524467,6.18,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
817,Anura,Leptodactylidae,Eleutherodactylus ,cundalli,Leptodactylidae,Eleutherodactylus ,cundalli,Eleutherodactylidae,Eleutherodactylus ,cundalli,Adult,15,B,Given,36.6,NA,Y,3,3,0.60,30,6.8,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",6313,3.80,Not introduced,NA,635,37,1.57,Terrestrial,0.010844738,28.8,Threatened,1
819,Anura,Leptodactylidae,Eleutherodactylus ,gossei,Leptodactylidae,Eleutherodactylus ,gossei,Eleutherodactylidae,Eleutherodactylus ,gossei,Adult,15,B,Given,34.7,NA,Y,3,3,0.60,30,4.9,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",8556,3.93,Not introduced,NA,1515,25,1.40,Terrestrial,0.010844738,28.8,Not threatened,0
821,Anura,Leptodactylidae,Eleutherodactylus ,johnstonei,Leptodactylidae,Eleutherodactylus ,johnstonei,Eleutherodactylidae,Eleutherodactylus ,johnstonei,Adult,15,B,Given,38.6,NA,Y,3,3,0.60,30,8.8,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",26473,4.42,Introduced,1000,NA,33,1.52,Arboreal,0.010844738,28.8,Not threatened,0
823,Anura,Leptodactylidae,Eleutherodactylus ,planirostris,Leptodactylidae,Eleutherodactylus ,planirostris,Eleutherodactylidae,Eleutherodactylus ,planirostris,Adult,15,B,Given,40.5,NA,Y,3,3,0.60,30,10.7,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",202952,5.31,Introduced,NA,727,33,1.52,Terrestrial,0.010844738,28.8,Not threatened,0
60,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Adult,7,A,Given,35.1,NA,Y,3,3,0.60,25,5.8,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.600,39.778,-84.690,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
65,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Adult,7,A,Given,35.1,NA,Y,3,3,0.60,25,5.8,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.600,39.778,-84.690,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
559,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,7,A,N given,39.9,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
558,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,7,A,N given,40.4,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
553,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,7,A,N given,43.0,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
555,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,43.0,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
554,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,43.1,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
556,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,2,A,N given,43.1,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
557,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,1,A,N given,43.3,NA,Y,3,3,0.60,30,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
560,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Adult,5,A,Given,41.4,NA,Y,3,3,0.60,30,8.9,0.7,12:12,S,Onset of spasms,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,NA,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
964,Anura,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,larva,24,B,N given,42.3,NA,Y,3,3,0.60,20,,1.0,12:12,L,When tadpoles did not move after five consecutive taps,NA,785,2.89,"Boracéia Ecological Station, São Paulo, Brazil",Subtropical,23.551,1.372,-23.551,-46.633,Field,Clutch 1,2015,Simon et al. 2015,"Simon, M. N., P. L. Ribeiro, C. A. Navas. 2015. Upper thermal tolerance plasticity in tropical amphibian species from contrasting habitats: implications for warming impact prediction. Journal of Thermal Biology 48:36-44.",1556558,6.19,Not introduced,150,800,75,1.88,Terrestrial,0.035503802,26.1,Not threatened,0
967,Anura,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,larva,24,B,N given,42.5,NA,Y,3,3,0.60,20,,1.0,12:12,L,When tadpoles did not move after five consecutive taps,NA,785,2.89,"Boracéia Ecological Station, São Paulo, Brazil",Subtropical,23.551,1.372,-23.551,-46.633,Field,Clutch 2,2015,Simon et al. 2015,"Simon, M. N., P. L. Ribeiro, C. A. Navas. 2015. Upper thermal tolerance plasticity in tropical amphibian species from contrasting habitats: implications for warming impact prediction. Journal of Thermal Biology 48:36-44.",1556558,6.19,Not introduced,150,800,75,1.88,Terrestrial,0.035503802,26.1,Not threatened,0
966,Anura,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,larva,24,B,N given,42.6,NA,Y,3,3,0.60,20,,1.0,12:12,L,When tadpoles did not move after five consecutive taps,NA,785,2.89,"Boracéia Ecological Station, São Paulo, Brazil",Subtropical,23.551,1.372,-23.551,-46.633,Field,Clutch 1,2015,Simon et al. 2015,"Simon, M. N., P. L. Ribeiro, C. A. Navas. 2015. Upper thermal tolerance plasticity in tropical amphibian species from contrasting habitats: implications for warming impact prediction. Journal of Thermal Biology 48:36-44.",1556558,6.19,Not introduced,150,800,75,1.88,Terrestrial,0.035503802,26.1,Not threatened,0
980,Anura,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,Hylidae,Hypsiboas,faber,larva,24,B,N given,42.6,NA,Y,3,3,0.60,30,,1.0,12:12,L,When tadpoles did not move after five consecutive taps,NA,785,2.89,"Boracéia Ecological Station, São Paulo, Brazil",Subtropical,23.551,1.372,-23.551,-46.633,Field,Clutch 2,2015,Simon et al. 2015,"Simon, M. N., P. L. Ribeiro, C. A. Navas. 2015. Upper thermal tolerance plasticity in tropical amphibian species from contrasting habitats: implications for warming impact prediction. Journal of Thermal Biology 48:36-44.",1556558,6.19,Not introduced,150,800,75,1.88,Terrestrial,0.035503802,26.1,Not threatened,0
