Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Clupeidae,Clupea pallasii pallasii,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,LOE,0.5000,NA,70.00,NA,NA,29.00,0.10,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Clupea pallasii pallasii,Coastal waters of Japan,34.49,138.16,Marine,experimental,10.00,14,NA,dynamic,death,0.5000,NA,70.00,NA,NA,25.70,0.40,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Clupea pallasii pallasii,Coastal waters of Japan,34.49,138.16,Marine,experimental,14.00,14,NA,dynamic,death,0.5000,NA,70.00,NA,NA,26.60,0.30,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Clupea pallasii pallasii,Coastal waters of Japan,34.49,138.16,Marine,experimental,17.00,14,NA,dynamic,death,0.5000,NA,70.00,NA,NA,27.70,0.20,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Clupea pallasii pallasii,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,death,0.5000,NA,70.00,NA,NA,29.00,0.10,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Dorosoma cepedianum,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,25.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,34.00,NA,NA,yes,Freshwater,Hart 1952,84
Clupeidae,Dorosoma cepedianum,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,30.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,36.00,NA,NA,yes,Freshwater,Hart 1952,84
Clupeidae,Dorosoma cepedianum,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,35.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,36.50,NA,NA,yes,Freshwater,Hart 1952,84
Clupeidae,Dorosoma cepedianum,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,25.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,34.60,NA,NA,yes,Freshwater,Hart 1952,84
Clupeidae,Dorosoma cepedianum,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,30.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,35.80,NA,NA,yes,Freshwater,Hart 1952,84
Clupeidae,Dorosoma cepedianum,Mississippi River US,38.34,-90.37,Freshwater,collection,31.00,NA,NA,static,death,0.0700,2880.00,43.00,1.00,juveniles,28.50,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Clupeidae,Dorosoma cepedianum,Lake Erie,42.08,-81.34,Freshwater,collection,15.90,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,31.70,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Clupeidae,Dorosoma petenense,Tracy California US,37.78,-121.41,Freshwater,experimental,15.00,7,1.5,dynamic,LOE,0.3000,NA,106.00,13.50,NA,26.46,0.85,16,yes,Freshwater,Monirian et al. 2010,135
Clupeidae,Dorosoma petenense,Tracy California US,37.78,-121.41,Freshwater,experimental,20.10,7,1.5,dynamic,LOE,0.3000,NA,106.00,13.50,NA,30.90,0.58,16,yes,Freshwater,Monirian et al. 2010,135
Clupeidae,Dorosoma petenense,Tracy California US,37.78,-121.41,Freshwater,experimental,25.00,7,1.5,dynamic,LOE,0.3000,NA,106.00,13.50,NA,33.31,0.63,16,yes,Freshwater,Monirian et al. 2010,135
Clupeidae,Sardinops sagax,Bahia Ensenada Mexico,31.86,-116.60,Marine,experimental,18.00,NA,NA,static,death,NA,NA,200.00,71.00,NA,24.30,0.00,6,yes,Marine,Martínez-Porchas et al. 2009,127
Clupeidae,Sardinops sagax,Bahia Ensenada Mexico,31.86,-116.60,Marine,experimental,23.00,NA,NA,static,death,NA,NA,200.00,71.00,NA,25.60,0.20,6,yes,Marine,Martínez-Porchas et al. 2009,127
Clupeidae,Sardinops sagax,Ensenada Baja California Mexico,31.86,-116.60,Marine,experimental,18.00,20,NA,dynamic,OS,1.0000,NA,NA,NA,NA,28.10,2.00,12,yes,Marine,Martínez-Porchas & Hernández-Rodríguez 2010,126
Clupeidae,Sardinops sagax,Ensenada Baja California Mexico,31.86,-116.60,Marine,experimental,18.00,20,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,30.50,1.10,12,yes,Marine,Martínez-Porchas & Hernández-Rodríguez 2010,126
Clupeidae,Sardinops sagax,Ensenada Baja California Mexico,31.86,-116.60,Marine,experimental,23.00,20,NA,dynamic,OS,1.0000,NA,NA,NA,NA,28.80,1.80,12,yes,Marine,Martínez-Porchas & Hernández-Rodríguez 2010,126
Clupeidae,Sardinops sagax,Ensenada Baja California Mexico,31.86,-116.60,Marine,experimental,23.00,20,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,32.20,0.60,12,yes,Marine,Martínez-Porchas & Hernández-Rodríguez 2010,126
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,12.00,14,NA,dynamic,LOE,0.5000,NA,146.00,NA,NA,28.90,0.50,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,LOE,0.5000,NA,146.00,NA,NA,29.00,0.40,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,LOE,0.5000,NA,146.00,NA,NA,30.90,0.30,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,26.00,14,NA,dynamic,LOE,0.5000,NA,146.00,NA,NA,33.60,0.20,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,28.00,14,NA,dynamic,LOE,0.5000,NA,146.00,NA,NA,33.70,0.20,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,12.00,14,NA,dynamic,death,0.5000,NA,146.00,NA,NA,29.00,0.50,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,death,0.5000,NA,146.00,NA,NA,29.30,0.40,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,death,0.5000,NA,146.00,NA,NA,31.10,0.30,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,26.00,14,NA,dynamic,death,0.5000,NA,146.00,NA,NA,33.80,0.20,5,yes,Marine,Tsuchida 1995,201
Clupeidae,Sardinops sagax,Coastal waters of Japan,34.49,138.16,Marine,experimental,28.00,14,NA,dynamic,death,0.5000,NA,146.00,NA,NA,33.90,0.20,5,yes,Marine,Tsuchida 1995,201
Cobitidae,Misgurnus fossilis,Rybinsk Water Reservoir Russia,58.44,38.42,Freshwater,experimental,22.00,14,NA,dynamic,death,0.0014,NA,NA,NA,juveniles,36.00,NA,NA,yes,Freshwater,Golovanov 2013,78
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,11.00,21,NA,static,death,NA,4320.00,NA,NA,NA,26.83,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,15.00,21,NA,static,death,NA,4320.00,NA,NA,NA,27.31,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,17.00,21,NA,static,death,NA,4320.00,NA,NA,NA,27.78,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,23.00,21,NA,static,death,NA,4320.00,NA,NA,NA,27.75,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,11.00,21,NA,static,death,NA,4320.00,NA,NA,NA,26.64,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,15.00,21,NA,static,death,NA,4320.00,NA,NA,NA,27.77,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,17.00,21,NA,static,death,NA,4320.00,NA,NA,NA,28.01,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Clinocottus analis,Dike Rock La Jolla California US,32.85,-117.28,Marine,experimental,23.00,21,NA,static,death,NA,4320.00,NA,NA,NA,29.52,NA,NA,yes,Marine,Graham 1970,79
Cottidae,Cottus bairdii,Buffalo creek Erie County New York US,42.60,-78.47,Freshwater,experimental,15.00,28,NA,dynamic,OS,1.0000,NA,NA,0.18,NA,30.90,0.33,10,yes,Freshwater,Kowaski et al. 1978,108
Cottidae,Cottus bairdii,Etowah River Georgia US,34.19,-84.95,Freshwater,experimental,10.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,29.56,1.08,10,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus bairdii,Etowah River Georgia US,34.19,-84.95,Freshwater,experimental,15.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,30.37,1.22,10,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus bairdii,Etowah River Georgia US,34.19,-84.95,Freshwater,experimental,20.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,32.01,0.52,10,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus bairdii,Etowah River Georgia US,34.19,-84.95,Freshwater,experimental,25.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,33.83,0.37,11,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Conasauga River Georgia US,40.03,-76.27,Freshwater,experimental,10.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,28.69,1.33,9,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Coosawattee River Georgia US,34.60,-84.70,Freshwater,experimental,10.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,29.06,0.97,15,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Conasauga River Georgia US,40.03,-76.27,Freshwater,experimental,15.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,31.14,0.41,19,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Coosawattee River Georgia US,34.60,-84.70,Freshwater,experimental,15.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,31.56,0.74,20,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Conasauga River Georgia US,40.03,-76.27,Freshwater,experimental,20.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,32.43,0.87,18,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Coosawattee River Georgia US,34.60,-84.70,Freshwater,experimental,20.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,32.81,0.65,16,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Conasauga River Georgia US,40.03,-76.27,Freshwater,experimental,25.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,34.34,0.47,21,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus carolinae,Coosawattee River Georgia US,34.60,-84.70,Freshwater,experimental,25.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,34.24,0.42,17,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,5.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,22.70,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,10.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,24.80,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,15.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,26.30,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,20.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,29.40,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,5.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,24.00,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,10.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,25.10,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,15.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,27.30,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,20.00,14,0.36,dynamic,LOE,0.5000,NA,NA,NA,NA,29.40,NA,5,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,5.00,14,0.36,static,death,NA,10080.00,NA,NA,NA,18.50,NA,10,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,10.00,14,0.36,static,death,NA,10080.00,NA,NA,NA,22.50,NA,10,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus cognatus,Southeastern Lake Michigan Illinois US,41.78,-87.23,Freshwater,experimental,15.00,14,0.36,static,death,NA,10080.00,NA,NA,NA,23.50,NA,10,yes,Freshwater,Otto & O'Hara Rice 1977,149
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,3.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,23.55,1.44,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,7.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,24.83,0.86,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,10.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,26.07,1.21,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,15.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.66,1.44,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,20.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.43,1.56,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,25.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.53,1.50,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,27.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.40,1.27,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,River Brathay England,54.43,-3.02,Freshwater,experimental,3.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,23.41,0.58,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,River Brathay England,54.43,-3.02,Freshwater,experimental,7.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,24.97,1.21,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,River Brathay England,54.43,-3.02,Freshwater,experimental,10.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,25.82,1.38,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,River Brathay England,54.43,-3.02,Freshwater,experimental,15.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.63,1.38,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,River Brathay England,54.43,-3.02,Freshwater,experimental,20.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.33,1.44,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,River Brathay England,54.43,-3.02,Freshwater,experimental,25.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.61,1.38,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,River Brathay England,54.43,-3.02,Freshwater,experimental,27.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.59,1.09,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Troutbeck England,54.40,-2.92,Freshwater,experimental,3.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,23.74,2.02,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Troutbeck England,54.40,-2.92,Freshwater,experimental,7.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,24.73,1.61,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Troutbeck England,54.40,-2.92,Freshwater,experimental,10.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,25.82,1.33,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Troutbeck England,54.40,-2.92,Freshwater,experimental,15.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.46,1.15,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Troutbeck England,54.40,-2.92,Freshwater,experimental,20.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.44,1.33,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Troutbeck England,54.40,-2.92,Freshwater,experimental,25.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.36,1.10,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Troutbeck England,54.40,-2.92,Freshwater,experimental,27.00,14,24,static,death,0.0080,10080.00,NA,NA,adults,27.31,1.67,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,3.00,14,24,static,death,0.0080,10080.00,NA,NA,juveniles,21.07,1.21,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,7.00,14,24,static,death,0.0080,10080.00,NA,NA,juveniles,22.52,1.27,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,10.00,14,24,static,death,0.0080,10080.00,NA,NA,juveniles,23.51,1.15,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,15.00,14,24,static,death,0.0080,10080.00,NA,NA,juveniles,25.39,1.84,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,20.00,14,24,static,death,0.0080,10080.00,NA,NA,juveniles,27.55,1.50,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,25.00,14,24,static,death,0.0080,10080.00,NA,NA,juveniles,27.40,1.27,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus gobio,Dale Park Beck England,54.47,-1.18,Freshwater,experimental,27.00,14,24,static,death,0.0080,10080.00,NA,NA,juveniles,27.42,1.56,10,yes,Freshwater,Elliott & Elliott 1995,66
Cottidae,Cottus hypselurus,Niangua River Misouri US,37.96,-92.80,Freshwater,experimental,15.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,28.75,1.26,16,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus paulus,Coosa River Alabama US,32.56,-86.20,Freshwater,experimental,10.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,27.05,0.69,14,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus paulus,Coosa River Alabama US,32.56,-86.20,Freshwater,experimental,15.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,29.58,1.06,18,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus paulus,Coosa River Alabama US,32.56,-86.20,Freshwater,experimental,20.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,30.81,0.95,20,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus paulus,Coosa River Alabama US,32.56,-86.20,Freshwater,experimental,25.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,31.67,0.69,17,yes,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus tallapoosae,Tallapoosa River Alabama US,33.62,-85.35,Freshwater,experimental,10.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,28.55,1.01,10,no,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus tallapoosae,Tallapoosa River Alabama US,33.62,-85.35,Freshwater,experimental,15.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,30.32,1.05,7,no,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus tallapoosae,Tallapoosa River Alabama US,33.62,-85.35,Freshwater,experimental,20.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,32.60,0.33,8,no,Freshwater,Walsh et al. 1997,206
Cottidae,Cottus tallapoosae,Tallapoosa River Alabama US,33.62,-85.35,Freshwater,experimental,25.00,7,1,dynamic,LOE,0.3000,NA,NA,NA,NA,34.18,0.33,8,no,Freshwater,Walsh et al. 1997,206
Cottidae,Oligocottus maculosus,Ross Islets Bamfield British Columbia Canada,48.52,-125.10,Marine,experimental,6.30,20,0.5,dynamic,LOE,0.3000,NA,NA,NA,NA,27.61,0.22,10,yes,Marine,Fangue et al. 2011,73
Cottidae,Oligocottus maculosus,Ross Islets Bamfield British Columbia Canada,48.52,-125.10,Marine,experimental,13.10,26,0.5,dynamic,LOE,0.3000,NA,NA,NA,NA,29.52,0.17,10,yes,Marine,Fangue et al. 2011,73
Cottidae,Oligocottus maculosus,Wizard Rocks Bamfield British Columbia Canada,48.52,-125.10,Marine,experimental,20.40,26,0.5,dynamic,LOE,0.3000,NA,NA,NA,NA,30.80,0.26,10,yes,Marine,Fangue et al. 2011,73
Cynoglossidae,Cynoglossus puncticeps,Coastal area Bang Pra Cholburi Province Thailand,13.21,100.93,Marine,experimental,27.30,10,NA,dynamic,LOE,0.2500,NA,NA,NA,NA,36.70,NA,NA,no,Marine,Menasveta 1981,133
Cyprinidae,Abramis brama,NA,NA,NA,Freshwater,collection,27.80,NA,NA,dynamic,death,0.1000,NA,NA,NA,NA,31.80,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Abramis brama,NA,NA,NA,Freshwater,collection,25.70,NA,NA,dynamic,death,0.1000,NA,NA,NA,NA,33.00,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Abramis brama,NA,NA,NA,Freshwater,collection,20.80,NA,NA,dynamic,death,0.1000,NA,NA,NA,NA,30.00,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Abramis brama,NA,NA,NA,Freshwater,collection,16.80,NA,NA,dynamic,death,0.1000,NA,NA,NA,NA,29.50,NA,NA,yes,Freshwater,EIFAC 1969,65
Cyprinidae,Abramis brama,NA,NA,NA,Freshwater,experimental,20.00,NA,NA,static,death,NA,1000.00,NA,NA,adults,30.20,NA,NA,yes,Freshwater,Souchon & Tissot 2012,184
Cyprinidae,Abramis brama,NA,NA,NA,Freshwater,collection,25.70,NA,NA,dynamic,death,NA,NA,NA,NA,adults,35.70,NA,NA,yes,Freshwater,Souchon & Tissot 2012,184
Cyprinidae,Agosia chrysogaster,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,38.20,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Agosia chrysogaster,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,40.80,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Agosia chrysogaster,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,38.70,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Agosia chrysogaster,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,40.90,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Agosia chrysogaster,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,38.90,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Agosia chrysogaster,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,41.10,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,18.00,22,NA,dynamic,LOE,0.7000,NA,NA,NA,larvae,34.29,0.29,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,20.40,22,NA,dynamic,LOE,0.7000,NA,NA,NA,larvae,35.54,0.23,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,21.50,22,NA,dynamic,LOE,0.7000,NA,NA,NA,larvae,35.81,0.35,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,23.10,22,NA,dynamic,LOE,0.7000,NA,NA,NA,larvae,37.20,1.80,3,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,23.70,22,NA,dynamic,LOE,0.7000,NA,NA,NA,larvae,36.60,0.46,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,25.40,22,NA,dynamic,LOE,0.7000,NA,NA,NA,larvae,37.32,0.89,4,yes,Freshwater,Troia et al. 2015,200
